user_id	sku_id
164897	149462
164899	44605
164905	20819
164923	2148
164929	54209
164950	86227
164957	71940
164982	41009
165007	42988
165107	90646
165151	112031
165238	122369
165242	2148
165267	16338
165274	2148
165326	143289
165330	84544
165442	2072
165456	37057
165461	79080
165465	2148
165528	64160
165583	42988
165622	8585
165623	112290
165643	24688
165653	61963
16569	41618
165703	54357
165735	22990
165786	43737
165852	44605
165934	4732
165984	77745
16607	2148
166098	79080
166114	54357
166137	97007
166155	90902
166202	162344
166203	150492
16625	2148
166284	65174
166393	54357
166532	154655
166593	8585
166594	149462
166596	56608
166662	42988
166691	43405
166696	163969
166720	60755
166724	43405
166806	71940
166816	104297
166826	105395
166835	64160
166886	54357
166906	44605
166907	124413
167002	4732
167014	79122
167052	33726
167262	146926
167312	84544
167356	71940
167369	128416
167372	162344
167429	123096
167521	92933
167560	2148
167579	62080
167591	62884
167595	162344
167643	60755
167665	2148
167669	165029
167713	160362
16775	8585
167783	22140
167789	13715
167804	162671
167807	79122
167904	82259
167927	71184
167940	71940
167949	103707
167993	170864
168029	51916
16809	80497
168094	62080
168110	54357
168119	162344
168136	71184
168161	159184
168167	2148
168175	97007
168185	82973
16819	33726
168195	98301
168200	146926
168221	155513
16830	45173
168300	54357
168386	84544
168426	22140
168517	86604
168564	2072
168574	82481
168827	43405
168895	71940
168906	2148
169146	123111
169162	41520
169166	54357
169247	32744
169357	19213
169400	97007
16949	31703
169606	165997
169625	90646
169627	54357
169677	103114
169774	37427
169803	111017
169804	38108
169827	71184
169841	112754
169858	77745
169875	77745
169974	28443
169999	11257
170024	42988
170059	8585
170078	2148
170188	4732
170283	146926
17029	61963
1704	65823
170527	37546
170531	61963
170537	146353
170552	146926
170587	2148
17061	38108
170622	8585
170624	8585
170655	87901
170656	139648
170683	37546
170688	8585
170690	162759
170791	65537
170820	41009
17086	2148
170893	82259
170944	54357
171065	150041
171074	134683
171164	70888
171166	84205
171194	84544
171308	3930
171340	14739
171346	1286
171347	2148
171381	72126
171432	11257
171444	54209
171445	64160
171587	97007
171613	71184
171667	134580
171762	92933
171845	2148
171851	128416
17187	65755
171878	82259
171910	71940
171932	111017
172014	77745
172015	8585
172016	82259
172025	41618
172044	45173
172047	54357
17211	53150
172186	5874
172206	56737
172213	29827
172232	170864
172247	22140
172335	156650
172345	64709
172406	4732
17243	146353
172493	97007
172515	70491
172543	33726
172680	54357
172712	42988
172713	100251
172762	70491
172795	8832
172799	37427
17294	154495
172981	2148
172994	8585
173057	77745
17308	84544
173132	82259
173135	4732
173138	4732
173171	60755
173365	8710
173568	9159
173650	6716
173668	61963
173693	166813
173696	87933
173733	89629
173787	84544
173886	51916
173890	112141
173913	71184
173957	170626
17396	71940
173988	71940
174022	45980
174151	2148
17418	4732
174202	64160
174232	8585
174287	50142
174327	2148
174407	154495
174431	29827
174455	63585
174637	8585
17467	51916
174711	112141
174714	96941
174717	45980
174919	42988
174944	100251
175037	37427
175093	166897
175113	14098
175330	162344
175434	100251
175521	84544
175573	127931
175597	104297
17566	128416
175702	162759
175720	146926
175728	61963
175765	54657
175798	2148
175872	71184
175946	81163
175952	78285
176031	44605
176111	8585
17612	45173
17625	156650
176266	51916
176272	54209
176275	168434
176284	43405
176318	45173
176346	123096
176361	33726
176386	71184
176398	169886
176439	22140
176444	102226
176509	102226
176547	2448
176565	77745
17676	71940
176786	165997
176791	112550
176840	112141
176887	48000
17698	4732
177010	41009
177033	112550
177045	20248
17709	109954
177209	136218
177314	112141
177409	8585
177494	79080
1775	103372
177502	117739
177514	71940
177558	84544
177624	84544
177686	169886
177990	22140
17800	42988
178023	84544
178034	17032
178070	2148
178160	168434
178170	8585
178267	45173
178297	9069
178311	90646
178360	82259
17838	8832
178400	4732
178437	112141
178491	104937
178577	162344
178632	51916
178655	84205
178718	134303
178732	112141
178773	37546
178780	42988
178902	43405
178917	45173
178934	169886
178992	8585
179065	97007
179073	2072
179119	2072
179123	45173
179194	54357
179219	32744
179234	79080
179287	51558
179310	64160
179316	103114
179386	112068
179452	33726
179508	92192
179516	45173
179529	70491
179579	112373
179620	98989
179708	74798
179741	45173
179791	86604
179797	71940
17983	71940
179861	81163
179891	160362
180020	54357
18010	82259
18017	6887
180171	1286
180221	84544
180276	111532
180285	103114
180346	63585
180465	2148
18048	136218
180644	102166
180689	168043
180735	109954
180758	111017
180784	112141
180831	4732
18085	134683
180885	19433
180939	111532
180968	100684
181036	112141
181083	169886
181149	137328
181168	79122
181179	156650
181183	97007
18124	146926
181248	2072
181272	89007
181278	51558
18129	90902
181335	73250
181348	79080
181400	1286
181424	71940
181436	28443
181472	55983
181489	143527
181501	37546
18157	34330
181575	83347
181620	112550
181708	139648
181806	54357
181818	54357
181831	162344
181898	8585
181996	170699
182027	8585
182083	77745
182108	87933
182125	166640
182182	51916
18226	8585
182360	80497
182453	123430
182528	77745
182622	71940
182679	43405
182686	61963
182705	42988
182724	64160
182744	3776
182755	109954
182767	71940
182810	64160
182850	54357
182925	162344
182956	3930
183015	2148
183110	54357
183134	64160
183169	37546
183178	96941
183193	6156
183200	160485
183223	7196
183251	4732
183328	8585
183674	84544
183807	2072
183857	170284
183879	32744
184057	77745
184103	112141
184113	2148
184117	111532
184135	71184
184143	4732
184166	112373
184239	45980
184348	54357
184446	162344
184456	65174
184524	102166
184604	22140
184642	149462
18477	84544
184782	71940
184953	112373
184990	124032
184991	97007
185058	168043
18512	81515
185141	2148
185168	98301
185182	143289
185198	54357
185279	107700
185310	37546
185382	84544
185487	81515
185524	82973
18553	85650
185548	8585
185712	41618
185819	112141
185838	33726
185948	56737
185976	9159
18606	153817
186172	146926
186213	5977
186248	64160
186276	77745
186326	43405
186369	87127
186383	120852
186391	166640
186423	37546
186429	152061
186455	3776
186520	122369
186626	19213
186638	4732
186656	33726
186667	104937
186745	82259
186792	70491
187010	112141
187291	4732
187306	118053
187342	85650
187349	51916
187388	104297
187393	146353
187440	168043
18746	38108
187509	58768
187654	37057
187745	8585
187814	19213
187866	154495
187940	65537
18795	2148
187966	62080
188009	64160
188024	4732
188059	160686
188096	2072
188218	112141
188238	7196
188318	80497
188363	4732
188367	84544
188369	97007
188406	34330
188442	153662
188454	170626
188511	149462
188539	2072
188629	7196
188662	7196
18877	45173
188969	54657
189124	105395
189183	162344
189266	1286
189308	42988
189341	112141
189347	8585
189384	22140
189461	3752
189469	54209
189479	107700
189519	168581
189614	168434
189639	54357
189643	8585
189727	30480
189752	81490
189757	64160
189831	142295
189837	79454
189874	54357
189950	8585
189983	160686
189989	64160
190237	2148
190291	127931
190299	83347
1903	54357
190303	84205
190358	111532
190379	4732
190406	22140
190480	90646
190506	2148
190664	2148
190679	77745
190760	71940
190767	82481
190774	100251
190779	45173
190876	81515
190902	102166
190920	54357
190993	43405
191089	22140
191098	80497
191272	112550
191341	8736
191374	54357
191499	112141
191511	115757
19156	64160
191572	2148
191573	45173
191745	8585
191766	97007
191772	43025
191801	112550
191921	60755
192027	70491
192052	104297
192079	84205
192146	93621
192171	146926
192259	64160
192281	111017
192283	51916
192288	56055
19231	64160
192448	19553
192530	71940
19273	84544
192731	112373
192799	90902
192829	22140
192893	4732
192914	84544
19310	3752
193146	2148
193212	22140
193757	19553
193853	8585
194055	97007
194071	8585
194152	9159
194928	22140
194951	104297
19503	65823
195417	43405
195813	170626
195839	54657
195959	45980
196172	146926
196197	131210
196436	53150
19650	123430
19652	82259
196889	51009
19697	22140
197056	60755
197069	71940
197130	2072
197181	152746
197222	112141
197255	33726
197633	97007
197663	112141
197779	37546
197859	62080
198200	134452
198223	43405
19823	44605
198505	54657
19874	4732
198819	53150
19889	42988
19902	8585
19904	54357
199287	84544
199522	87901
199564	65174
199635	4253
199638	37427
199644	15780
199846	2148
199853	45173
200184	70491
200486	100251
20059	4732
200727	71940
200876	64160
200891	122369
201346	45173
201462	42498
201479	70491
2019	32744
201920	83347
2020	8585
202205	43405
202211	57462
202318	51916
202474	123096
202493	16791
202538	135147
202582	85650
202744	45980
202745	104937
202863	8585
202889	64160
202965	65174
203009	82259
203029	51916
203075	102166
203106	164365
203175	71940
203189	70593
203221	64709
203260	7196
203291	102166
203305	42988
203358	7975
203455	139648
203510	37427
203536	12272
203561	170626
203592	146353
203624	19553
203667	5874
203739	117692
203771	94724
203779	42988
203841	54357
203856	4732
203878	37546
203997	43405
204029	150158
204063	4732
204086	153807
204210	2072
204229	98989
204279	100251
204319	81515
204345	120498
204356	70491
204482	2148
204502	25566
204586	70491
204789	14098
204836	4732
204852	11257
204854	79080
204928	146353
205010	82259
205054	8832
205078	112141
205139	71940
205141	146926
205178	84544
205228	37546
205231	65823
205300	64160
205355	2148
205477	71940
205486	112550
20549	162344
205500	1286
205527	71184
205547	8585
205625	7196
205637	2148
205770	14098
205890	56737
205898	20077
205985	71940
206027	63585
206036	170626
206038	90902
206073	82259
206091	81515
20632	96941
206326	45980
206392	100487
206439	97007
206471	96941
206531	85650
206532	64160
206551	82481
206557	139648
206560	51916
206570	154495
2066	71940
206607	109954
206660	103707
206740	29827
206767	2148
206779	71184
206818	168043
206918	71940
206937	65823
207124	45980
207141	64160
207259	28443
207292	54209
207348	77745
207371	112141
207414	71940
207426	19553
207452	71940
207453	69357
207504	3930
20751	150394
207551	7196
207556	56737
207613	22140
207754	74798
207769	85650
207787	97007
207987	84544
207989	4732
208012	7196
208013	4732
208042	70491
208060	131364
208070	103372
208078	12772
208082	27537
208158	104129
208163	7196
208228	42988
208317	64160
208364	162344
208435	153817
208468	4732
208474	54357
208513	3776
208619	1286
208645	2148
208660	104937
208714	98249
208727	61963
208745	77745
20875	112141
208764	33726
208885	134683
208920	37546
208938	22140
208966	71940
209060	37546
209083	103114
209110	128416
20915	64160
20919	70593
209300	158230
209331	97007
209338	44605
209439	84544
209638	14739
209663	98301
2097	100487
209771	103675
209786	56608
209793	8585
209818	83347
209836	8585
209876	103114
209898	2148
209989	54357
209991	2148
210061	8832
210090	37546
210131	165029
21016	42988
210230	166897
2103	122369
21037	42988
21038	4732
210458	84544
210516	22140
210566	64160
210570	87901
210611	43405
210659	63585
21070	8585
210713	8585
210784	170626
210921	166813
211114	80128
211171	82259
211321	54357
21140	41009
211447	162344
211574	43405
211598	87933
211696	162344
211704	5916
211794	8585
211860	71940
211952	7196
211964	83009
211983	14098
212076	82481
212176	56550
21219	97007
212297	7196
212306	54357
212321	71940
212363	143527
212423	51916
21244	37427
212531	45173
212604	111017
212631	8585
212645	128416
212682	32744
212692	2148
212709	162082
212768	162344
212802	123096
212812	90646
212819	162344
212899	45173
213009	168043
213026	148308
21314	19213
213306	64160
213341	153150
213411	4732
21351	61963
213762	24237
213853	154495
21394	56608
214066	3930
21413	8585
214229	64160
214283	79122
214343	38108
214366	22140
21461	48000
214621	8585
214716	121196
21517	56055
21519	112141
215240	90902
215280	7975
215297	8585
215339	149462
215350	84544
215358	134683
215495	37546
21554	71940
215632	146926
215655	81163
215680	3752
215696	33726
215707	4732
215708	55792
215803	5874
215846	8710
215872	84544
21588	54357
215880	104297
215925	43405
215972	112141
216049	146353
216104	3930
216105	71940
216109	51916
216114	136218
216220	45173
216225	136218
216346	2148
216472	160501
216576	71940
216610	135147
216637	160362
21664	43405
216658	139648
216746	1286
21684	112031
216944	12272
216973	170547
216981	54132
217014	112141
217058	71940
217092	22140
217111	82259
217162	71940
217168	149462
21719	97007
217222	4732
217239	8585
21727	64160
217273	111017
217288	63585
21730	112373
217319	54357
217328	71940
217345	124413
217360	41009
217394	2148
217443	64160
2175	7196
217559	55792
217563	84544
217578	111017
21765	123430
217682	112141
217685	45173
217700	38108
217711	4732
217751	1286
217756	93070
217792	136218
217843	48106
217868	45980
21792	162759
217993	61963
218027	162344
218028	143289
218045	7975
218057	97007
218067	141820
218099	142295
218138	124554
21816	107700
218179	54357
218198	80497
218224	79122
21832	51558
21834	54357
21850	8585
218503	8585
21865	102166
218654	131210
21868	146926
218707	30157
218767	32744
218818	112141
21885	3930
218908	4732
218930	64160
219030	12465
219039	56737
219098	105031
219105	84544
219107	19213
219111	42988
219140	54357
21927	84588
219281	134992
219308	22140
219374	82259
21942	32744
219472	97007
21948	107962
219486	70491
21949	146926
21951	8585
21955	84544
219613	143289
219658	56608
21966	84544
21968	54357
21969	51916
21970	1286
21983	32744
21990	22140
219919	2148
21993	71940
219934	2148
219935	168886
21994	160485
219971	64160
21999	4732
22	2148
22001	4732
22002	4732
22005	65537
22006	8585
220077	56737
22009	84544
220125	87331
220139	81163
220190	104937
2202	87127
220207	124554
22023	90902
220230	82481
220239	71940
22024	71940
22026	97007
22031	8585
220317	50142
22032	84544
22034	14739
220356	2148
220358	14739
22036	38108
22038	22140
220389	79122
22048	54357
22051	146926
220536	156650
22062	108753
220666	45173
22068	56737
22074	97007
22080	8585
220914	71184
22092	71651
220938	82259
221016	80497
221059	3776
22109	71940
221105	3311
221108	80497
221119	102166
221159	56608
221187	123430
221211	71940
22125	123430
221339	22140
221341	37427
22140	71940
22151	146579
22153	169886
221531	90902
22155	71940
221570	87777
221624	71184
22165	64323
221686	89629
22172	22140
22173	84544
221741	162344
221764	64138
22178	143527
22180	146926
22186	102166
221883	37441
221896	136218
22190	79080
221906	45980
22192	143527
22196	112031
221965	81515
22202	135147
222059	22140
222097	8736
222133	112373
222138	3930
222157	146926
22216	169886
22219	54357
222228	54657
222293	37427
22248	2148
222495	80497
222524	156650
22258	4732
22264	71940
222717	139648
22281	109954
222812	146353
22286	112373
222863	4732
222871	4732
22289	8585
222920	63585
22294	150041
22295	3930
223016	42988
223026	64160
22303	48000
223041	152061
223045	120686
22308	56608
223187	44605
223195	19553
22328	87933
223295	146926
223319	167084
22344	84544
22345	8585
223623	54357
223702	51916
22373	71184
22374	111532
22379	4732
22384	87933
22386	41958
22388	82259
22389	80497
224011	81163
22408	1286
224201	8585
224206	90902
22450	81515
224602	89007
224708	56550
224807	65174
22483	77745
224909	2148
225069	54657
225108	37546
225126	84544
225224	97007
225351	56550
225599	146926
225913	156650
225963	7877
2261	71184
226249	97007
226391	64160
226517	22140
226540	70491
226602	63792
226675	82481
226679	128416
226702	71940
226729	91182
226731	41958
226751	41009
226767	79122
226768	112141
226832	42988
226841	3930
226978	154495
227002	162344
227033	168043
227160	162344
227222	51916
227300	64709
227308	54357
227316	81515
227320	82259
227343	111532
227390	77745
227426	149462
227433	64160
2275	71940
227528	90902
227562	80497
227595	80497
227599	79122
227724	135147
227793	146353
227874	32744
228118	64160
228230	8585
228264	160806
228270	42838
228292	32744
228386	97007
228453	64160
228457	2148
228507	37546
228531	153807
228538	1286
228625	84205
228661	170699
228705	90902
228718	90902
228740	123111
228789	98249
228791	4732
228803	165029
228806	71184
228807	8585
228927	61963
229086	102226
229411	111017
22942	65537
229460	2148
229650	60755
229982	142295
230049	22886
230117	136218
230167	102166
230298	160362
230356	63585
230593	7196
230647	160362
230701	97007
230709	102166
23080	107962
230854	29827
230871	136046
230878	104937
230909	64160
230956	96941
231012	54657
231015	146353
231072	8585
231218	77745
23123	90902
231283	65755
231285	166897
231377	71940
231422	49338
231497	135147
231628	42988
231722	87127
231735	84544
231744	152061
231770	8585
231802	53150
231806	8585
231868	62884
231951	25566
231986	22140
232004	85650
232028	112550
232084	1286
232117	71940
232155	51916
232287	79122
232471	51558
232596	104937
232684	90646
23271	156650
23329	41009
23700	82259
23783	37427
24262	64160
24564	154495
24742	152746
24815	18254
24897	1286
24898	82259
25500	2072
25782	65174
25845	54357
25900	45518
25926	84544
25994	34330
2601	111017
26052	170626
26173	154495
26180	31703
26288	146926
2653	3930
26554	117721
26685	32744
26713	63585
26963	29827
27145	103114
27152	103322
27161	41009
27203	31703
27214	168043
27229	96941
27247	112141
27258	71940
27324	80497
27346	84544
27408	84544
27446	90646
27449	71940
27484	54357
2749	15168
27500	2148
27528	54209
27554	12772
27556	2148
27638	152746
27654	32744
27671	54357
27719	146926
27740	77745
27821	71184
27955	162344
27967	71184
28002	2148
28008	170626
2807	169886
28079	70491
28315	71940
28411	22140
28437	51558
28468	9159
28476	81490
28553	71184
28571	79454
28610	162344
28621	54357
28754	64160
28755	8585
28800	6156
28825	105031
28862	84544
28882	112141
28902	70491
28978	61963
29069	43025
29142	2148
2918	64160
29213	87901
29236	150041
29407	42988
29409	109954
2946	45173
29466	44605
29494	1286
29506	43405
29549	14739
29550	104297
29608	156650
29771	127836
29772	56608
29868	102226
29907	82481
29928	2072
29934	20819
29950	84544
29965	149462
29979	22886
30021	84544
30088	29827
30092	45980
30138	55792
30213	82481
3023	22140
30262	42988
30327	71940
30350	72126
30394	71940
30439	84544
30478	65537
30497	71940
30574	146353
30854	82481
30858	5977
30871	139648
30894	111017
30925	14739
30953	33726
30969	2148
31010	70491
31094	139648
31112	73250
31125	11182
31130	77745
31169	102166
31357	171183
31393	112141
31510	8585
31767	70491
31799	127931
3209	54357
32109	97007
32127	3930
3223	7196
32277	12272
32427	71940
32473	64160
32498	97007
32515	146353
32574	131210
32615	54357
32641	77745
32655	164336
32698	22140
32711	69931
32774	79080
32786	51558
32790	64160
32823	8585
32839	70888
32849	45173
32878	72126
32884	64160
3292	115757
32936	45173
33039	105395
33044	41618
33052	111528
33069	45173
33104	54357
33177	84544
33196	37546
33338	42988
33369	84544
33391	112754
33440	92712
33486	156650
33551	149462
33601	168434
33754	22140
33814	71940
33826	70491
33938	2148
34020	2148
34066	43405
34087	149462
3410	54357
34126	62080
34132	146926
34184	82259
34306	84544
34371	82259
34389	8585
3443	68124
34448	150394
34474	146926
34499	71940
34518	89847
34603	82481
34618	153817
34647	84544
34651	71940
34689	168434
34692	33726
34722	32744
34741	91362
34815	90902
34857	64160
34864	162344
34935	143289
34936	96941
34966	162344
35061	2072
35185	2148
35196	103322
35200	19553
35286	22140
35393	71940
35422	71184
35452	154495
3546	96941
35592	122369
3562	105031
35638	117739
35645	6156
35733	71184
35794	32744
35804	77745
35817	8585
35937	2148
35988	51558
35996	115757
35997	2072
36003	8585
36044	64160
36062	170626
36115	82259
36120	112141
36128	134683
36142	162344
